"","individualID","namedLocation","plotID","date.x","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","basalStemDiameter","subplotID","taxonID","scientificName","utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","adjElevation","adjElevationUncertainty"
"591","NEON.PLA.D19.DEJU.01775","DEJU_053.basePlot.vst","DEJU_053",2021-08-26,"single bole tree","Live",10.6,135,"noChange",7,1.5,1.3,"Partially shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084399.90076481,560713.445693909,0.7,63.8815209792108,-145.763897455738,"511.36",1.1
"604","NEON.PLA.D19.DEJU.01793","DEJU_053.basePlot.vst","DEJU_053",2021-08-26,"single bole tree","Live",11.8,128,"noChange",NA,1.6,1.4,"Partially shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084394.47526325,560706.751281791,0.72,63.8814734647634,-145.764035852459,"511.89",1.15
"741","NEON.PLA.D19.DEJU.02705","DEJU_054.basePlot.vst","DEJU_054",2021-08-25,"single bole tree","Live",11.3,130,"noChange",NA,1.9,1.6,"Mostly shaded",NA,"41","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084021.88407311,560845.147433331,0.7,63.8781064673525,-145.761366181671,"514.55",1.1
"765","NEON.PLA.D19.DEJU.02730","DEJU_054.basePlot.vst","DEJU_054",2021-08-25,"single bole tree","Live",11.2,132,"noChange",7,1.8,1.3,"Partially shaded",NA,"41","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084022.06232068,560848.101827793,0.7,63.878107552005,-145.761305985117,"515.06",1.1
"768","NEON.PLA.D19.DEJU.02733","DEJU_054.basePlot.vst","DEJU_054",2021-08-25,"single bole tree","Live",13.6,132,"noChange",7,3.6,3.1,"Partially shaded",NA,"41","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084023.27344374,560853.309959726,0.7,63.8781175110769,-145.761199513667,"515.06",1.1
"1047","NEON.PLA.D19.DEJU.05120","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",10.5,130,"noChange",7,2,2,"Full sun",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084058.02266428,561086.133226762,0.7,63.8783886478439,-145.756447451757,"511.87",1.1
"129","NEON.PLA.D19.DEJU.00208","DEJU_047.basePlot.vst","DEJU_047",2021-08-24,"single bole tree","Live",14,135,"noChange",NA,2,1.9,"Partially shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084502.29630788,561906.968509708,0.75,63.8822301689755,-145.739563626518,"504.95",1.11
"249","NEON.PLA.D19.DEJU.00323","DEJU_047.basePlot.vst","DEJU_047",2021-08-25,"single bole tree","Live",12.6,130,"noChange",6.9,2.3,2.3,"Full sun",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084483.50728386,561929.10482115,0.77,63.8820576696142,-145.739120616803,"505.16",1.18
"276","NEON.PLA.D19.DEJU.00348","DEJU_047.basePlot.vst","DEJU_047",2021-08-25,"single bole tree","Live",11.9,130,"noChange",NA,3.8,3.3,"Partially shaded",NA,"23","POTR5","Populus tremuloides Michx.","6N",7084498.65029615,561927.994723212,0.84,63.8821937294879,-145.739137120654,"505.19",1.29
"778","NEON.PLA.D19.DEJU.02743","DEJU_054.basePlot.vst","DEJU_054",2021-08-25,"single bole tree","Live",11,140,"noChange",NA,1.6,0.9,"Partially shaded",NA,"41","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084026.62898124,560854.319653501,0.7,63.878147441325,-145.761177639029,"515.06",1.1
