"","individualID","namedLocation","plotID","date.x","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","basalStemDiameter","subplotID","taxonID","scientificName","utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","adjElevation","adjElevationUncertainty"
"15","NEON.PLA.D19.DEJU.00016","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live, physically damaged",11.5,139,"noChange",5.8,1.2,1,"Partially shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084041.53185269,561074.282534289,0.7,63.8782427633912,-145.756695172117,"511.87",1.1
"16","NEON.PLA.D19.DEJU.00017","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live,  other damage",10.5,144,"noChange",6.2,1.8,1.5,"Partially shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084040.77400877,561073.908744578,0.7,63.8782360293202,-145.756703079835,"511.87",1.1
"17","NEON.PLA.D19.DEJU.00018","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",10.7,132,"noChange",6.3,2,1.4,"Partially shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084038.65243485,561070.414965505,0.7,63.8782176052369,-145.756775024726,"512.33",1.1
"18","NEON.PLA.D19.DEJU.00019","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",10.8,132,"noChange",5.5,1.2,1,"Mostly shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084046.28496377,561074.771919616,0.7,63.8782853230315,-145.756683327404,"511.87",1.1
"19","NEON.PLA.D19.DEJU.00020","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live, physically damaged",8.9,130,"noChange",3.4,1.9,1.4,"Partially shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"20","NEON.PLA.D19.DEJU.00021","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"sapling","Live",NA,NA,"noChange",0.3,NA,NA,"Mostly shaded",1.7,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"21","NEON.PLA.D19.DEJU.00022","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live,  other damage",1.8,130,"noChange",2,1.2,0.7,"Mostly shaded",NA,"21","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"22","NEON.PLA.D19.DEJU.00023","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"single bole tree","Live",12.6,140,"noChange",6.6,2.1,2,"Full sun",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084312.17043488,561029.204019053,0.7,63.8806788279203,-145.757505326702,"509.34",1.1
"23","NEON.PLA.D19.DEJU.00024","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"single bole tree","Live",12,134,"noChange",6.4,1.8,1.5,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084308.38985909,561024.448443713,0.7,63.8806457392401,-145.757603616493,"509.34",1.1
"24","NEON.PLA.D19.DEJU.00025","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"single bole tree","Live",12.2,140,"noChange",6.1,1.7,1.4,"Full sun",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084315.16757249,561032.521001096,0.7,63.8807051388508,-145.757436627311,"509.11",1.1
"25","NEON.PLA.D19.DEJU.00026","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"single bole tree","Live",10.3,130,"noChange",5.4,2,1.8,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084321.32674317,561035.849034648,0.7,63.8807598177677,-145.757366449405,"509.11",1.1
"26","NEON.PLA.D19.DEJU.00027","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"single bole tree","Live",10.3,140,"noChange",4.3,1.7,1.4,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084319.4974755,561042.418186639,0.7,63.8807422574963,-145.75723347063,"508.7",1.1
"27","NEON.PLA.D19.DEJU.00028","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"single bole tree","Live",13.3,140,"noChange",5.5,1.9,1.8,"Full sun",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084304.2253967,561039.625444127,0.7,63.8806057235437,-145.75729636645,"508.86",1.1
"28","NEON.PLA.D19.DEJU.00029","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",8.2,130,"noChange",4.2,1.3,1.1,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"29","NEON.PLA.D19.DEJU.00030","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",5.3,130,"noChange",3.4,1,0.8,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"30","NEON.PLA.D19.DEJU.00031","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",2.2,130,"noChange",2,0.7,0.6,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"31","NEON.PLA.D19.DEJU.00032","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live, physically damaged",3.1,137,"noChange",2.8,1,0.9,"Mostly shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"32","NEON.PLA.D19.DEJU.00033","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",7.5,140,"noChange",4.2,1.4,1.3,"Mostly shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"33","NEON.PLA.D19.DEJU.00034","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",3.9,133,"noChange",NA,NA,NA,NA,NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"34","NEON.PLA.D19.DEJU.00034","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Standing dead",3.4,176,"noChange",NA,NA,NA,NA,NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"35","NEON.PLA.D19.DEJU.00034","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Dead, broken bole",7.8,130,"noChange",2.8,NA,NA,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"36","NEON.PLA.D19.DEJU.00035","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Standing dead",1.4,128,"noChange",1.7,0.9,0.3,"Full shade",NA,"23","POTR5","Populus tremuloides Michx.",NA,NA,NA,NA,NA,NA,NA,NA
"37","NEON.PLA.D19.DEJU.00036","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Standing dead",NA,NA,"noChange",1.6,NA,NA,"Full shade",3.1,"23","POTR5","Populus tremuloides Michx.",NA,NA,NA,NA,NA,NA,NA,NA
"38","NEON.PLA.D19.DEJU.00037","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",6.6,134,"noChange",3.8,1.2,1.2,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"39","NEON.PLA.D19.DEJU.00038","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Live, physically damaged",NA,NA,"noChange",0.6,NA,NA,"Mostly shaded",2.4,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"40","NEON.PLA.D19.DEJU.00039","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Standing dead",NA,NA,"noChange",1.2,NA,NA,"Full shade",3.4,"23","POTR5","Populus tremuloides Michx.",NA,NA,NA,NA,NA,NA,NA,NA
"41","NEON.PLA.D19.DEJU.00040","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Standing dead",2.8,134,"noChange",3.1,0.7,0.5,"Mostly shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"42","NEON.PLA.D19.DEJU.00041","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",5.7,140,"noChange",3.6,1.2,1,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"43","NEON.PLA.D19.DEJU.00042","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",6.3,140,"noChange",3.4,1.3,1.2,"Mostly shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"44","NEON.PLA.D19.DEJU.00043","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Standing dead",1.4,130,"noChange",1.8,0.7,0.5,"Full shade",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"45","NEON.PLA.D19.DEJU.00044","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live",2.1,130,"noChange",3.5,1,0.9,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"46","NEON.PLA.D19.DEJU.00045","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Standing dead",2.3,140,"noChange",2.3,0.7,0.6,"Mostly shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"47","NEON.PLA.D19.DEJU.00046","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Standing dead",1.2,125,"noChange",1.8,0.5,0.3,"Mostly shaded",NA,"23","POTR5","Populus tremuloides Michx.",NA,NA,NA,NA,NA,NA,NA,NA
"48","NEON.PLA.D19.DEJU.00047","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Standing dead",NA,NA,"noChange",1.4,NA,NA,"Full shade",2.2,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"49","NEON.PLA.D19.DEJU.00048","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Live,  other damage",NA,NA,"noChange",0.6,NA,NA,"Full shade",1.1,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"50","NEON.PLA.D19.DEJU.00049","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"small tree","Live, physically damaged",3.2,140,"noChange",2.6,1,0.8,"Partially shaded",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"51","NEON.PLA.D19.DEJU.00050","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Live, physically damaged",NA,NA,"noChange",1.7,NA,NA,"Full shade",1.9,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"52","NEON.PLA.D19.DEJU.00051","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Live",NA,NA,"noChange",1,NA,NA,"Full shade",2.3,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"53","NEON.PLA.D19.DEJU.00052","DEJU_050.basePlot.vst","DEJU_050",2021-08-26,"sapling","Dead, broken bole",NA,NA,"noChange",1.3,NA,NA,"Mostly shaded",2.9,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"54","NEON.PLA.D19.DEJU.00094","DEJU_049.basePlot.vst","DEJU_049",2021-08-25,"small tree","Live",5.3,130,"noChange",3.7,1.7,1.7,"Full sun",NA,"23","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"55","NEON.PLA.D19.DEJU.00095","DEJU_047.basePlot.vst","DEJU_047",2021-08-24,"sapling","Standing dead",NA,NA,"noChange",0.8,NA,NA,"Partially shaded",1.7,"23","POTR5","Populus tremuloides Michx.",NA,NA,NA,NA,NA,NA,NA,NA
"56","NEON.PLA.D19.DEJU.00097","DEJU_049.basePlot.vst","DEJU_049",2021-08-25,"sapling","Standing dead",NA,NA,"noChange",0.5,NA,NA,"Mostly shaded",1.4,"23","POTR5","Populus tremuloides Michx.",NA,NA,NA,NA,NA,NA,NA,NA
"57","NEON.PLA.D19.DEJU.00098","DEJU_049.basePlot.vst","DEJU_049",2021-08-25,"small shrub","Live",NA,NA,"noChange",0.8,0.7,0.6,"Partially shaded",1.1,"23","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"58","NEON.PLA.D19.DEJU.00100","DEJU_049.basePlot.vst","DEJU_049",2021-08-25,NA,"Downed",NA,NA,"noChange",NA,NA,NA,NA,NA,"23","POTR5","Populus tremuloides Michx.",NA,NA,NA,NA,NA,NA,NA,NA
"59","NEON.PLA.D19.DEJU.00101","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",2.1,130,"noChange",2.3,1.1,1,"Mostly shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"60","NEON.PLA.D19.DEJU.00102","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"sapling","Live",NA,NA,"noChange",0.9,NA,NA,"Mostly shaded",2,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"61","NEON.PLA.D19.DEJU.00103","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",11.7,130,"noChange",5.1,2.2,1.4,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084050.17123714,561063.673171227,0.7,63.8783221311895,-145.756907662822,"512.13",1.1
"62","NEON.PLA.D19.DEJU.00104","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",6.2,145,"noChange",3.7,1.3,1.3,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"63","NEON.PLA.D19.DEJU.00105","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",4,130,"noChange",3.6,1,0.8,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"64","NEON.PLA.D19.DEJU.00106","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"sapling","Live",NA,NA,"noChange",0.6,NA,NA,"Mostly shaded",1.6,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"65","NEON.PLA.D19.DEJU.00107","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",4.8,130,"noChange",3.5,1.1,1.1,"Mostly shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"66","NEON.PLA.D19.DEJU.00108","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",10.5,150,"noChange",5.2,1.5,1.2,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084051.41068454,561064.518031111,0.7,63.8783331039021,-145.756889977157,"512.13",1.1
"67","NEON.PLA.D19.DEJU.00109","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"sapling","Live",NA,NA,"noChange",0.9,NA,NA,"Mostly shaded",1.3,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"68","NEON.PLA.D19.DEJU.00110","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",4.4,140,"noChange",4.2,1.3,0.5,"Mostly shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"69","NEON.PLA.D19.DEJU.00111","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",1.2,131,"noChange",1,0.8,0.6,"Mostly shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"70","NEON.PLA.D19.DEJU.00112","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",5.9,160,"branchGrowth",4.3,1.1,0.8,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"71","NEON.PLA.D19.DEJU.00113","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",3,130,"noChange",2.7,0.8,0.5,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"72","NEON.PLA.D19.DEJU.00114","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",3.2,129,"noChange",2.2,1.6,1.4,"Full sun",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"73","NEON.PLA.D19.DEJU.00115","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small tree","Live",3.3,132,"noChange",2.5,1.5,1.1,"Full sun",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"74","NEON.PLA.D19.DEJU.00117","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"sapling","Live,  other damage",NA,NA,"noChange",0.6,NA,NA,"Full shade",2.2,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"75","NEON.PLA.D19.DEJU.00118","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"sapling","Live",NA,NA,"noChange",0.8,NA,NA,"Open grown",2.1,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"76","NEON.PLA.D19.DEJU.00119","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,NA,"No longer qualifies",NA,NA,"noChange",NA,NA,NA,NA,NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA
"77","NEON.PLA.D19.DEJU.00120","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small shrub","Live, physically damaged",NA,NA,"noChange",NA,NA,NA,NA,1.2,"39","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"78","NEON.PLA.D19.DEJU.00120","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"small shrub","Standing dead",NA,NA,"noChange",0.4,0.9,0.9,"Open grown",1.2,"39","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"79","NEON.PLA.D19.DEJU.00121","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live,  other damage",11,130,"noChange",3.4,2.9,2.2,"Full sun",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084065.24041105,561074.93546931,0.7,63.8784553638594,-145.756672481457,"512.32",1.1
"80","NEON.PLA.D19.DEJU.00122","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",10.3,131,"noChange",4.9,2.8,2.2,"Full sun",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084068.68732066,561080.744653056,0.7,63.8784852740319,-145.756552887919,"511.87",1.1
"81","NEON.PLA.D19.DEJU.00123","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live, disease damaged",13.3,128,"noChange",6.1,2.1,1.9,"Full sun",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084062.90698324,561081.352924716,0.7,63.8784333061383,-145.756542801239,"511.87",1.1
"82","NEON.PLA.D19.DEJU.00124","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",11.6,132,"noChange",6.4,1.7,1.6,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084060.97509728,561077.692835483,0.7,63.8784166131068,-145.756618056188,"511.87",1.1
"83","NEON.PLA.D19.DEJU.00125","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",12.5,137,"noChange",7.3,1.9,1.6,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084053.63103331,561082.724167987,0.7,63.878349841987,-145.756518573401,"511.87",1.1
"84","NEON.PLA.D19.DEJU.00126","DEJU_051.basePlot.vst","DEJU_051",2021-08-24,"single bole tree","Live",16.8,131,"noChange",7,2.9,2.3,"Partially shaded",NA,"39","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084050.90882659,561080.551477389,0.7,63.8783257980905,-145.756563870731,"511.87",1.1
